date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:28:00	68253/68253	---M-Z	200	added ('OK')	application/javascript	etag:W/%2210a9d-YYFBLnOWZpbQjh5bEkOlctDyK6Y%22	https://cdn.jsdelivr.net/gh/fancyapps/fancybox@3.5.7/dist/jquery.fancybox.min.js	E:/nimu/rahul/cdn.jsdelivr.net/gh/fancyapps/fancybox@3.5.7/dist/jquery.fancybox.min.js	(from https://www.vipuljha.com/)
13:28:02	7545/7545	---M-Z	200	added ('OK')	application/javascript	etag:%22b4d77ad774b73e146f2964458436afbe-ssl-df%22	https://www.vipuljha.com/js/countUp.js	E:/nimu/rahul/www.vipuljha.com/js/countUp.js	(from https://www.vipuljha.com/)
13:28:05	35445/35445	---M-Z	200	added ('OK')	application/javascript	etag:W/%228a75-xOWZTyTujI0s8tZgLwtWuQlqLpg%22	https://unpkg.com/isotope-layout@3.0.6/dist/isotope.pkgd.min.js	E:/nimu/rahul/unpkg.com/isotope-layout@3.0.6/dist/isotope.pkgd.min.js	(from https://www.vipuljha.com/)
13:28:07	933/933	---M--	200	added ('OK')	application/javascript	etag:%2258107e39494f427d333b37036880f2a2-ssl%22	https://www.vipuljha.com/js/countUp-jquery.js	E:/nimu/rahul/www.vipuljha.com/js/countUp-jquery.js	(from https://www.vipuljha.com/)
13:28:09	11749/11749	---M-Z	200	added ('OK')	application/javascript	etag:%221548b8864d63e1a7ca51b9f03567cd32-ssl-df%22	https://www.vipuljha.com/js/typed.min.js	E:/nimu/rahul/www.vipuljha.com/js/typed.min.js	(from https://www.vipuljha.com/)
13:28:13	21004/21004	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c5043f8-520c%22	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.14.7/umd/popper.min.js	E:/nimu/rahul/cdnjs.cloudflare.com/ajax/libs/popper.js/1.14.7/umd/popper.min.js	(from https://www.vipuljha.com/)
13:28:16	58072/58072	---M-Z	200	added ('OK')	text/javascript	etag:%221550076057%22	https://stackpath.bootstrapcdn.com/bootstrap/4.3.1/js/bootstrap.min.js	E:/nimu/rahul/stackpath.bootstrapcdn.com/bootstrap/4.3.1/js/bootstrap.min.js	(from https://www.vipuljha.com/)
13:28:16	2621/2621	---M-Z	200	added ('OK')	application/javascript	etag:%224e603f3decc066386f147f9abf5e0323-ssl-df%22	https://www.vipuljha.com/js/script.js	E:/nimu/rahul/www.vipuljha.com/js/script.js	(from https://www.vipuljha.com/)
13:28:16	1169/1169	---M-Z	200	added ('OK')	text/css	etag:%2247c0adba25674d931481c27c29046290-ssl-df%22	https://www.vipuljha.com/css/superslides.css	E:/nimu/rahul/www.vipuljha.com/css/superslides.css	(from https://www.vipuljha.com/css/style.css)
13:28:17	3812/3812	---M--	200	added ('OK')	image/png	etag:%22ff6dffe0b67c79b1d7261ccc2303f669-ssl%22	https://www.vipuljha.com/images/icons/previous.png	E:/nimu/rahul/www.vipuljha.com/images/icons/previous.png	(from https://www.vipuljha.com/css/style.css)
13:28:18	788/788	---M--	200	added ('OK')	image/png	etag:%227cd38f6c1a9322d06eb81cc8ca8fd5e6-ssl%22	https://www.vipuljha.com/images/icons/next.png	E:/nimu/rahul/www.vipuljha.com/images/icons/next.png	(from https://www.vipuljha.com/css/style.css)
13:28:18	140/140	---M--	200	added ('OK')	image/png	etag:%2297cfeae8d4982f40668fc5c08da08139-ssl%22	https://www.vipuljha.com/images/icons/menu.png	E:/nimu/rahul/www.vipuljha.com/images/icons/menu.png	(from https://www.vipuljha.com/css/style.css)
13:28:20	9582/9582	---M--	200	added ('OK')	image/gif	etag:%225395d970ff787e31cd3402d1f3e968f5-ssl%22	https://www.vipuljha.com/images/loader.gif	E:/nimu/rahul/www.vipuljha.com/images/loader.gif	(from https://www.vipuljha.com/css/style.css)
13:28:31	0/0	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2010%20Jun%202020%2007:58:32%20GMT	https://www.vipuljha.com/images/portfolio/news.jpg	E:/nimu/rahul/www.vipuljha.com/images/portfolio/news.jpg	(from https://www.vipuljha.com/)
13:28:55	187458/187458	---M--	200	added ('OK')	image/jpeg	etag:%22f4e7eb46a2e2a744fbab6e57efcf2a4c-ssl%22	https://www.vipuljha.com/images/portfolio/techflue.jpg	E:/nimu/rahul/www.vipuljha.com/images/portfolio/techflue.jpg	(from https://www.vipuljha.com/)
13:29:07	198217/198217	---M--	200	added ('OK')	image/jpeg	etag:%229ff84fad4d45f725bf906bae8dfb30c1-ssl%22	https://www.vipuljha.com/images/portfolio/ebmido.jpg	E:/nimu/rahul/www.vipuljha.com/images/portfolio/ebmido.jpg	(from https://www.vipuljha.com/)
13:29:25	190779/190779	---M--	200	added ('OK')	image/jpeg	etag:%22880b7c1b33ac459e07e8349321028c05-ssl%22	https://www.vipuljha.com/images/portfolio/news.jpg	E:/nimu/rahul/www.vipuljha.com/images/portfolio/news.jpg	(from https://www.vipuljha.com/images/portfolio/news.jpg)
